
18:50 ,22.75
18:52 ,21.437
18:54 ,20.625
18:56 ,20.562
18:58 ,20.812
19:00 ,20.687
19:02 ,20.25
19:04 ,19.937
19:06 ,19.75
19:08 ,19.687
19:10 ,19.625
19:15 ,19.687
19:20 ,19.875
19:25 ,20.062
19:30 ,20.25
19:35 ,20.5
19:40 ,20.75
19:45 ,20.875
19:50 ,21.125
19:52 ,21.125
19:54 ,21.187
19:56 ,21.25
19:58 ,21.312
20:00 ,21.375
20:02 ,21.437
20:04 ,21.5
20:06 ,21.562
20:08 ,21.562
20:10 ,21.625
20:30 ,21.562
20:35 ,21.375
20:40 ,21.25
20:45 ,21.25
20:50 ,21.125
14:25 ,21.937
14:30 ,21.937
14:35 ,21.937
14:40 ,21.937
14:45 ,21.937
14:50 ,21.937
14:52 ,21.937
14:54 ,21.875
14:56 ,21.875
14:58 ,21.875
15:00 ,21.875
15:02 ,21.875
15:04 ,21.875
15:06 ,21.875
15:08 ,21.875
15:10 ,21.875
15:15 ,21.875
15:20 ,21.812
15:25 ,21.562
