
18:50 ,21.625
18:52 ,21.625
18:54 ,21.562
18:56 ,21.562
18:58 ,21.5
19:00 ,21.437
19:02 ,21.5
19:04 ,21.625
19:06 ,21.687
19:08 ,21.625
19:10 ,21.562
19:15 ,21.437
19:20 ,21.437
19:25 ,21.437
19:30 ,21.437
19:35 ,21.375
19:40 ,21.312
19:45 ,21.312
19:50 ,21.375
19:52 ,21.437
19:54 ,21.437
19:56 ,21.437
19:58 ,21.437
20:00 ,21.437
20:02 ,21.5
20:04 ,21.5
20:06 ,21.5
20:08 ,21.5
20:10 ,21.5
20:30 ,20.812
20:35 ,20.625
20:40 ,20.562
20:45 ,20.5
20:50 ,20.5
14:25 ,20.375
14:30 ,20.062
14:35 ,19.875
14:40 ,19.937
14:45 ,20.062
14:50 ,20.25
14:52 ,20.375
14:54 ,20.375
14:56 ,20.5
14:58 ,20.562
15:00 ,20.562
15:02 ,20.687
15:04 ,20.687
15:06 ,20.75
15:08 ,20.812
15:10 ,20.875
15:15 ,21.0
15:20 ,21.125
15:25 ,21.187
